member_id;age;gender;industry;country;is_team_account;n_colleagues_on_account;plan_tier;plan_days_per_week;membership_start;membership_end;last_badge_swipe;days_since_last_visit;total_visits;avg_weekly_visits;entitled_visits_last_period;actual_visits_last_period;meeting_room_hours;event_space_hours;guest_passes_issued;uses_meeting_rooms;uses_event_space;uses_guest_passes;uses_print;uses_mail_handling;uses_phone_booths;uses_day_passes;uses_storage;uses_bike_locker;n_renewals;lifetime_value
CW002976;23.0;Female;Information Technology;Portugal;True;1;flex;3;2023-02-06;2023-04-20;2023-02-06;73;10;0.91;26.09;8;0.0;0.0;;False;False;False;0;False;False;False;False;False;0;432.32
CW002977;37.0;Female;Tech;Ireland;False;0;hot_desk;2;2023-02-10;2023-05-03;2023-02-10;82;5;0.44;17.39;4;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;322.51
CW002978;22.0;Male;Finance;portugal ;False;0;hot_desk;2;2021-05-29;2021-07-19;2021-05-29;999;7;0.94;14.41;6;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW002979;33.0;Male;Marketing & PR;Portugal;False;0;hot_desk;2;2021-10-15;2021-12-05;2021-10-15;52;8;1.05;14.76;8;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;254.68
CW002980;42.0;Male;DESIGN & CREATIVE;Portugal;False;0;hot_desk;2;2021-09-03;2022-07-09;2022-07-04;5;82;1.85;17.39;10;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;1220.37
CW002981;38.0;Female;Health;Portugal;False;0;flex;3;2022-10-16;1970-01-01;2023-11-04;58;141;2.23;26.09;16;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;
CW002982;33.0;Male;Finance;Portugal;False;0;Dedicated Desk;5;2022-08-21;1970-01-01;2023-04-13;263;22;0.31;43.48;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;3;5718.82
CW002983;;Male;Real Estate;Netherlands;False;0;flex;3;2021-04-17;2023-07-21;2023-07-19;2;262;2.22;26.09;18;17.1;0.0;40.0;True;False;True;0;False;False;False;False;False;1;5683.89
CW002984;34.0;Female;Marketing & PR;Other (Europe);False;0;flex;3;2021-06-20;2023-10-17;2023-10-14;3;348;2.87;26.09;26;;0.0;0.0;False;False;False;0;False;True;False;False;False;0;
CW015393;43.0;Female;Information Technology;United Kingdom;False;0;dedicated_desk;5;2021-01-01;1970-01-01;2023-09-25;1004;32;0.21;43.48;1;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;1;13490.76
CW002985;38.0;Male;Design & Creative;Portugal;False;0;flex;3;2023-06-26;2023-09-03;2023-07-18;47;13;1.31;26.09;12;0.8;0.0;0.0;True;False;False;0;False;False;False;False;False;0;420.24
CW002986;31.0;Male;Information Technology;Portugal;False;0;flex;3;2021-04-05;2023-02-15;2023-02-03;12;143;1.47;26.09;12;148.0;0.0;85.0;True;False;True;0;False;False;True;False;False;1;7752.9
CW002987;28.0;Female;Information Technology;Portugal;False;0;hot_desk;2;2021-03-30;2021-06-06;2021-05-20;17;9;0.9;17.39;5;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;270.47
CW002988;33.0;Female;Real Estate;Portugal;True;3;flex;3;2021-01-01;1970-01-01;2023-12-31;1;435;2.78;26.09;22;0.0;0.0;21.0;False;False;True;0;False;False;False;False;False;0;
CW002989;47.0;Female;Information Technology;Portugal;True;4;hot_desk;2;2021-09-07;2021-10-17;2021-09-07;40;5;0.82;11.3;4;1.5;0.0;0.0;True;False;False;0;False;False;False;False;False;0;173.89
CW002990;40.0;Female;Finance;Portugal;False;0;hot_desk;2;2021-12-03;2022-04-07;2022-04-05;2;34;1.89;17.39;17;0.0;0.0;1.0;False;False;True;0;False;True;False;False;False;0;550.8
CW002991;35.0;Male;Legal;Portugal;False;0;hot_desk;2;2021-06-04;2022-03-10;2022-03-08;2;63;1.58;17.39;13;;0.0;0.0;True;False;False;0;False;False;False;False;False;1;1370.36
CW002992;37.0;Female;Marketing & PR;NL;True;2;hot_desk;2;2023-11-29;1970-01-01;2023-12-11;21;2;0.43;9.24;2;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;136.02
CW002993;30.0;Male;Other;France;False;0;flex;3;2021-05-03;2022-05-08;2022-05-06;999;96;1.82;26.09;15;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;-3;0
CW002994;35.0;Female;Finance;Portugal;True;1;flex;3;2022-07-15;2023-11-28;2023-11-18;10;191;2.67;26.09;24;0.0;0.0;0.0;False;False;False;0;True;False;False;True;False;1;
CW002995;25.0;Female;Consulting;United Kingdom;False;0;;5;2021-08-03;1970-01-01;2023-05-08;999;1;0.0;43.48;0;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;2;0
CW002996;47.0;Male;Consulting;portugal ;False;0;flex;3;2021-05-20;2023-06-16;2023-06-10;6;265;2.45;26.09;22;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;2;5093.88
CW002997;38.0;Male;Legal;Portugal;False;0;flex;3;2022-05-23;2022-07-22;2022-05-29;54;6;0.67;26.0;4;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;
CW002998;40.0;Female;Information Technology;France;False;0;dedicated_desk;5;2021-01-30;2023-04-11;2023-04-11;999;493;4.31;43.48;38;0.0;18.8;82.0;False;True;True;0;True;True;False;True;False;2;0
CW002999;20.0;Female;Design & Creative;United Kingdom;False;0;hot_desk;2;2021-05-20;2022-05-28;2022-05-21;7;102;1.91;17.39;17;0.0;0.0;;False;False;True;0;False;False;False;False;False;2;1500.51
CW003000;27.0;Other;Real Estate;Netherlands;False;0;flex;3;2022-02-10;2023-06-14;2023-06-11;3;62;0.89;26.09;8;85.4;47.4;0.0;True;True;False;0;False;False;False;False;False;1;6049.12
CW003001;42.0;Female;Information Technology;Portugal;True;1;Hot Desk;2;2021-01-01;2021-03-07;2021-01-31;35;6;0.6;17.39;7;0.6;0.0;0.0;True;False;False;0;False;False;True;False;False;0;323.74
CW003002;37.0;Female;Information Technology;Portugal;False;0;flex;3;2021-07-10;2022-04-01;2022-03-30;2;111;2.93;26.09;26;0.0;0.0;0.0;False;False;False;0;False;True;True;True;False;1;2134.28
CW003003;49.0;Female;Consulting;Portugal;False;0;hot_desk;2;2021-09-25;2021-12-09;2021-09-25;75;8;0.75;17.39;8;1.4;0.0;0.0;True;False;False;0;False;True;False;False;False;0;335.41
CW003004;29.0;Male;Unknown;Portugal;True;1;hot_desk;2;2023-05-16;2023-07-10;2023-07-01;999;6;0.79;15.73;6;0.0;0.0;0.0;False;False;False;1;False;True;True;False;False;0;0
CW003005;38.0;;Unknown;Portugal;False;0;hot_desk;2;2021-08-23;2023-11-10;2023-11-06;4;212;1.84;17.39;16;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;2;3190.57
CW003006;40.0;Female;Real Estate;United Kingdom;False;0;flex;3;2021-03-29;2022-08-20;2022-08-17;3;67;0.93;26.09;7;;0.0;99.0;True;False;True;1;False;False;False;False;False;0;6131.95
CW003007;44.0;;Other;France;True;4;;7;2022-03-01;2023-12-19;2023-12-18;1;532;5.66;60.87;56;69.7;0.0;0.0;True;False;False;0;False;False;True;False;False;1;
CW003008;29.0;Male;Marketing & PR;Portugal;True;3;flex;3;2021-11-07;2022-07-28;2022-07-19;9;107;2.84;26.09;25;3.7;0.0;0.0;True;False;False;0;False;False;False;False;False;2;1599.9
CW003009;36.0;Male;Finance;Portugal;False;0;hot_desk;2;2023-03-30;2023-06-13;2023-04-21;53;6;0.52;17.39;4;0.5;0.0;0.0;True;False;False;0;False;False;True;False;False;0;374.98
CW003010;33.0;Male;Real Estate;Portugal;False;0;full_time;5;2021-11-06;1970-01-01;2023-05-30;216;29;0.26;43.48;3;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;4;7875.15
CW003011;30.0;Female;Legal;;False;0;hot_desk;2;2023-11-28;1970-01-01;2023-12-03;29;0;0.2;9.68;1;0.0;0.0;0.0;False;False;False;1;False;False;True;False;False;0;175.89
CW003012;38.0;Male;Marketing & PR;Portugal;False;0;hot_desk;2;2023-03-15;2023-05-26;2023-03-22;65;4;0.39;17.39;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;282.13
CW003013;42.0;Female;Design & Creative;Portugal;False;0;flex;3;2023-12-21;1970-01-01;2023-12-21;10;1;0.8;4.49;1;1.1;1.5;1.0;True;True;True;0;False;False;False;False;False;0;157.65
CW003014;25.0;;Marketing & PR;portugal ;False;-1;dedicated_desk;5;2021-01-01;1970-01-01;2023-12-28;4;597;3.82;43.48;32;86.4;0.0;0.0;True;False;False;1;False;True;False;False;False;5;14275.73
CW003015;31.0;Female;information technology;Portugal;False;0;flex;3;2022-01-13;1970-01-01;2023-08-21;133;18;0.18;26.09;2;0.0;0.0;0.0;False;False;False;0;True;False;False;False;False;0;
CW003016;44.0;Female;Information Technology;Spain;True;3;full_time;5;2021-01-08;2022-03-10;2022-02-22;16;199;3.27;43.48;28;106.3;0.0;0.0;True;False;False;0;False;False;False;False;False;1;5191.56
CW003017;43.0;Female;Information Technology;Portugal;True;1;dedicated_desk;5;2021-03-31;2023-11-05;2023-11-02;3;482;3.56;43.48;37;0.0;0.0;19.0;False;False;True;1;False;True;False;False;False;4;11759.1
CW003018;43.0;Female;Finance;Portugal;False;0;hot_desk;2;2021-07-10;2022-10-20;2022-10-18;2;119;1.78;17.39;13;26.4;0.0;0.0;True;False;False;0;False;False;False;False;False;1;2156
CW003019;35.0;Female;Design & Creative;Portugal;False;0;hot_desk;2;2022-04-23;2023-12-13;2023-12-02;11;135;1.58;17.39;15;;0.0;6.0;False;False;True;0;False;True;False;False;False;0;2648.55
CW003020;29.0;Female;Other;Spain;True;3;flex;3;2023-12-04;1970-01-01;2023-12-25;7;10;2.67;11.66;9;0.0;0.0;;False;False;False;0;False;True;False;False;False;1;169.83
CW003021;22.0;Male;Information Technology;Portugal;False;0;flex;3;2021-12-26;2022-11-15;2022-11-10;5;96;2.08;26.09;20;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;2000.94
CW003022;40.0;Female;Other;Portucal;False;0;hot_desk;2;2023-03-18;2023-05-31;2023-03-18;74;9;0.9;17.39;8;1.3;0.0;0.0;True;False;False;0;False;False;False;False;False;0;306.18 €
CW003023;29.0;Female;Information Technology;PT;False;0;fulltime;5;2021-12-05;1970-01-01;2023-09-13;999;38;0.35;43.48;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;2;0
CW003024;40.0;male;Legal;Netherlands;False;0;flex;3;2022-04-29;2022-12-23;2022-12-19;4;85;2.48;26.09;20;;0.0;0.0;False;False;False;1;False;False;False;False;False;0;
CW003025;51.0;Male;FINANCE;Portugal;True;3;flex;3;2021-08-26;1970-01-01;2023-08-21;999;11;0.09;26.09;1;0.0;0.0;0.0;False;False;False;0;True;False;False;False;False;1;0
CW003026;31.0;Female;Other;Portugal;True;2;hot_desk;2;2021-03-29;2022-02-14;2022-02-09;5;84;1.82;17.39;16;;0.0;0.0;False;False;False;1;False;False;True;False;False;0;
CW003027;42.0;Male;FINANCE;Netherlands;False;0;hot_desk;2;2022-05-23;2022-06-24;2022-05-23;33;1;0.2;9.39;1;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;129.61
CW003028;51.0;Male;Other;Portugal;False;0;hot_desk;2;2023-12-15;1970-01-01;2023-12-20;12;1;0.42;4.81;1;7.2;0.0;0.0;True;True;False;0;False;False;True;False;False;0;169.39
CW003029;29.0;Female;Marketing & PR;France;False;0;hot_desk;2;2021-01-07;2021-09-20;2021-09-18;2;68;1.85;17.39;17;2.9;0.0;0.0;True;False;False;0;False;False;False;False;False;1;1044.25
CW003030;;Male;Education;Portugal;False;0;full_time;5;2021-03-21;2022-10-25;2022-10-20;5;285;3.42;43.48;34;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;2;5367.27
CW003031;39.0;Female;Design & Creative;Germany;True;1;flex;3;2021-05-29;2021-07-08;2021-03-05;125;4;0.79;17.13;5;1.7;0.0;0.0;True;False;False;0;False;False;True;False;False;0;296.18
CW003032;36.0;Female;Information Technology;Germany;True;1;full_time;5;2021-01-01;1970-01-01;2023-12-31;1;561;3.59;43.48;34;80.0;0.0;0.0;True;False;False;0;True;False;False;False;False;2;11572.73
CW003033;47.0;Other;Finance;Portugal;True;1;dedicated_desk;5;2022-12-06;1970-01-01;2023-07-01;184;12;0.21;43.48;2;0.0;0.0;0.0;False;False;False;0;True;False;False;False;False;4;4688.59
CW003034;31.0;Female;Education;Portugal;False;0;flex;3;2021-08-19;2021-11-04;2021-08-19;77;5;0.45;26.09;3;0.0;1.5;0.0;False;True;False;0;False;False;False;False;False;0;523.94
CW003035;30.0;Female;Marketing & PR;Portugal;False;0;flex;3;2021-05-03;2023-10-31;2023-10-25;6;88;0.68;26.09;7;246.4;0.0;0.0;True;False;False;0;False;True;False;False;False;1;8644.22
CW003036;27.0;Female;Consulting;Portugal;False;0;hot_desk;2;2022-03-02;2023-03-04;2023-02-27;5;103;1.97;17.39;17;;0.0;0.0;False;False;False;1;False;False;False;False;False;2;1543.34
CW003037;34.0;Female;Health;Portugal;False;0;private_office;7;2023-12-09;1970-01-01;2023-12-23;9;3;0.94;22.91;3;0.0;0.0;0.0;False;False;False;0;True;True;False;False;False;1;508.14
CW003038;32.0;Male;Marketing & PR;Portugal;False;0;private_office;7;2022-01-12;2023-10-05;2023-09-20;15;75;0.84;60.87;7;0.0;26.5;0.0;False;True;False;0;True;True;False;True;False;4;15692.17
CW003039;52.0;Female;Unknown;Portugal;False;0;flex;3;2021-05-30;2023-07-24;2023-07-22;2;272;2.42;26.09;16;;0.0;0.0;True;False;False;1;False;False;False;False;False;1;8332.97
CW003040;36.0;Male;Education;Portugal;False;0;flex;3;06/10/2021;19/02/2022;15/02/2022;4;53;2.73;26.09;26;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;0;850.8
CW003041;39.0; Male;Unknown;portugal ;False;0;private_office;7;2021-01-01;1970-01-01;2023-12-03;29;158;1.01;60.87;8;0.0;0.0;0.0;False;False;False;1;True;True;False;True;False;2;25470.55
CW003042;28.0;Male;Marketing & PR;Portugal;False;0;hot_desk;2;2023-11-16;1970-01-01;2023-11-16;45;3;0.42;12.91;3;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;222.76
CW003043;31.0;Male;Design & Creative;Other (Europe);False;0;hot_desk;2;2021-01-22;2021-04-13;2021-02-23;49;6;0.54;17.39;4;0.0;0.0;;False;False;False;0;False;True;False;False;False;0;342.77
CW003044;26.0; Female;Marketing & PR;Portugal;False;0;Flex;3;2021-12-12;2022-06-19;2022-06-18;1;76;2.82;26.09;25;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;1116.7
CW003045;;Male;Marketing & PR;Portugal;True;4;dedicated_desk;5;2021-03-17;1970-01-01;2023-08-16;999;30;0.2;43.48;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;1;0
CW003046;32.0;Female;Marketing and PR;Portugal;False;0;flex;3;2021-01-19;2022-08-15;2022-07-29;999;190;2.32;26.09;12;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;1;0
CW003047;27.0;Female;Legal;Portugal;True;2;full_time;5;2023-06-17;2023-11-08;2023-11-04;4;29;1.41;43.48;13;19.5;14.1;12.0;True;True;True;1;False;False;True;False;False;0;2559.91
CW003048;40.0;;Legal;Spain;False;0;flex;3;2021-04-01;2022-08-06;2022-08-05;1;171;2.44;26.09;15;12.2;0.0;0.0;True;False;False;1;False;False;False;False;False;0;3184.7
CW003049;20.0;Male;Information Technology;Portugal;False;0;hotdesk;2;2021-07-23;2021-11-08;2021-10-31;8;28;1.81;17.39;17;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;1;461.45
CW003050;26.0;Female;Marketing & PR;Portugal;False;0;hot_desk;2;2023-11-17;1970-01-01;2023-11-24;38;2;0.3;12.82;2;;0.0;;False;False;False;0;False;False;True;False;False;0;221.22
CW003051;35.0; Female;Design & Creative;Portugal;True;1;hot_desk;2;2021-05-23;2021-09-20;2021-09-17;3;33;1.94;17.39;17;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;474.8
CW003052;28.0;Female;Finance;Portucal;False;0;flex;3;2021-05-07;2021-07-06;2021-06-15;999;4;0.41;26.04;4;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW003053;28.0;Male;Information Technology;Portugal;False;0;dedicated_desk;5;2022-12-12;1970-01-01;2023-08-01;153;13;0.24;43.48;3;1.5;0.0;0.0;True;False;False;0;False;False;False;False;False;1;4439.38
CW003054;28.0;female;Finance;PT;False;0;dedicated_desk;5;2021-08-14;2023-10-13;2023-10-09;4;454;4.02;43.48;42;46.2;71.4;50.0;True;True;True;0;False;False;False;False;False;4;13607.36
CW003055;34.0;Female;Education;Portugal;False;0;full_time;5;2022-03-09;2023-11-30;2023-11-22;8;320;3.55;43.48;29;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;5966.42
CW003056;33.0;Male;Information Technology;Portugal;False;0;dedicated_desk;5;2021-10-10;1970-01-01;2023-02-28;307;35;0.3;43.48;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;3;9339.71
CW003057;39.0;;Consulting;Germany;True;1;full_time;5;2021-12-18;2023-11-29;2023-11-27;999;369;3.63;43.48;29;190.4;193.9;15.0;True;True;True;1;False;True;False;True;False;6;0
CW003058;30.0;Male;Other;Portugal;False;0;hot_desk;2;2021-12-02;2022-03-02;2022-01-25;36;10;0.79;17.39;7;0.0;0.0;0.0;False;False;False;1;False;False;True;False;False;0;467.57
CW003059;36.0;Female;Other;Portugal;False;0;flex;3;2021-01-18;2021-03-30;2021-01-18;71;12;1.16;26.09;10;;0.0;0.0;False;False;False;0;True;False;False;False;False;0;456.87
CW003060;23.0;Male;Design & Creative;Portucal;False;0;hot_desk;2;2021-05-07;2023-10-22;2023-10-08;14;124;0.96;17.39;6;311.5;0.0;;True;False;True;1;False;False;True;False;False;1;8955.46
CW003061;35.0;Male;Information Technology;Portugal;True;2;fulltime;5;2021-03-06;2022-11-01;2022-10-20;12;108;1.25;43.48;11;493.8;0.0;230.0;True;False;True;0;False;False;False;False;False;0;14941.06
CW003062;38.0;Female;Other;Portugal;True;3;flex;3;2022-11-28;2023-01-03;2022-11-28;36;5;0.89;15.47;4;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;249.09
CW003063;31.0;Male;Health;Portugal;True;4;flex;3;2023-11-19;1970-01-01;2023-12-16;16;18;2.88;18.32;18;0.0;0.0;0.0;False;False;False;0;False;True;True;False;False;0;309.06
CW003064;23.0;Female;Consulting;Portugal;False;0;hot_desk;2;2021-03-14;2021-05-13;2021-03-22;999;5;0.59;17.35;5;0.0;0.0;;False;False;False;0;False;False;False;False;False;0;0
CW003065;32.0;Male;Information Technology;Portugal;True;3;full_time;5;2021-11-27;1970-01-01;2023-07-11;174;12;0.11;43.48;1;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;5;7033.54
CW003066;39.0;Male;Education;Espana;False;0;private_office;7;2021-01-01;1970-01-01;2023-12-30;2;863;5.52;60.87;56;55.2;0.0;0.0;True;False;False;1;False;True;False;False;False;2;24,693.94
CW003067;36.0;Male;Consulting;United Kingdom;True;1;full_time;5;2021-10-09;1970-01-01;2023-03-03;999;25;0.21;43.48;2;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW003068;32.0;Female;Design & Creative;Portugal;False;0;flex;3;2022-09-07;2022-11-08;2022-09-09;60;3;0.39;26.09;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;369.26
CW003069;33.0;Male;Marketing & PR;France;False;0;full_time;5;2022-06-17;2024-01-01;2023-06-30;185;22;0.27;43.48;2;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;0;5641.5
CW003070;26.0;Female;Health;Portugal;False;0;flex;3;2023-12-12;1970-01-01;2023-12-29;3;6;2.35;8.28;6;2.4;0.0;0.0;True;False;True;0;False;False;False;False;False;2;142.99
CW003071;38.0;Female;CONSULTING;United Kingdom;True;4;dedicated_desk;5;2021-01-01;1970-01-01;2023-12-30;2;570;3.64;43.48;32;88.8;0.0;0.0;True;False;False;1;False;True;False;True;False;4;15203.92
CW003072;28.0;;Marketing & PR;Portugal;False;0;flex;3;2022-07-28;2022-10-08;2022-08-18;51;9;0.88;26.09;7;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;441.04
CW003073;33.0;Female;Consulting;Portugal;False;0;flex;3;2023-12-07;1970-01-01;2023-12-27;5;8;2.18;10.38;10;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;1;149.63
CW003074;34.0;Female;Real Estate;;False;0;dedicated_desk;5;2022-02-18;1970-01-01;2023-07-24;161;20;0.2;43.48;1;0.0;0.0;0.0;False;False;False;0;False;False;False;True;False;4;0
CW003075;34.0;Female;Other;Portugal;False;0;flex;3;2021-05-06;2022-04-27;2022-03-25;33;33;0.66;26.09;7;186.6;97.1;171.0;True;True;True;1;False;True;False;False;False;1;11489.57
CW003076;29.0;Female;Information Technology;Portugal;False;0;private_office;7;2021-04-27;2023-04-08;2023-04-04;999;518;5.11;60.87;44;0.0;0.0;0.0;False;False;False;1;True;True;False;True;False;1;0
CW003077;9.0;Male;Information Technology;;True;3;private_office;7;2021-01-01;1970-01-01;2023-11-27;35;131;0.84;60.87;6;;0.0;22.0;False;False;True;0;False;True;False;False;False;3;24073.74 €
CW003078;35.0;Male;Marketing & PR;Portucal;False;0;flex;3;2021-12-21;1970-01-01;2023-04-21;255;3;0.03;26.09;0;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;4381.54
CW003079;35.0;Male;Finance;Portugal;True;1;fulltime;5;2022-01-25;1970-01-01;2023-05-03;243;10;0.1;43.48;1;3.6;0.0;0.0;True;False;False;0;False;False;False;True;False;2;7109.99
CW003080;31.0;;Marketing & PR;Portugal;False;0;flex;3;2021-07-13;2022-02-15;2022-02-05;10;30;0.96;26.09;8;61.6;25.3;;True;True;False;0;False;True;False;False;False;1;3231.81
CW003081;;Female;Health;Portugal;False;0;full_time;5;2021-12-03;2022-01-13;2021-12-03;40;11;1.93;28.92;12;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;372.45
CW003082;46.0;Female;Other;Portugal;False;0;full_time;5;2022-07-07;2022-09-14;2022-07-07;69;8;0.77;43.48;7;0.0;0.0;2.0;False;False;True;0;False;False;False;False;False;0;663.89
CW003083;35.0;Female;Design & Creative;Portugal;False;0;flex;3;2023-07-05;2023-10-05;2023-09-30;5;35;2.7;26.09;23;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;1;
CW003084;40.0;Female;Marketing & Pr;United Kingdom;False;0;flex;3;2021-01-23;2022-11-18;2022-10-19;30;85;0.9;26.09;9;781.7;88.6;42.0;True;True;True;0;False;False;True;False;False;0;18574.36
CW003085;;Female;Information Technology;Portugal;False;0;hot_desk;2;2021-10-13;2021-12-05;2021-10-13;53;8;1.1;15.18;7;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;209.43
CW003086;42.0;Male;Legal;Portugal;False;0;hot_desk;2;2023-07-14;2023-09-07;2023-07-14;55;2;0.29;15.67;2;0.0;0.0;0.0;False;False;False;0;False;False;True;False;False;0;270.36
CW003087;20.0;Female;Design & Creative;Portugal;False;0;hot_desk;2;2023-03-10;2023-10-04;2023-09-28;6;28;0.95;17.39;8;52.8;21.1;0.0;True;True;False;0;False;False;True;False;False;1;2605.35
CW003088;35.0;Female;Design & Creative;Portugal;False;0;flex;3;2021-01-23;2021-10-31;2021-10-27;4;111;2.76;26.09;24;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;1660.74
CW015361;26.0;Male;Other;Portugal;False;0;hot_desk;2;2023-11-05;1970-01-01;2023-11-28;34;4;0.53;16.17;3;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;223.14
CW003089;38.0;Other;Other;Portugal;False;0;hot_desk;2;2022-10-22;2023-09-15;2023-09-12;3;92;1.97;17.39;17;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;1;1401.57
CW003090;34.0;Male;Consulting;Portugal;True;1;full_time;5;2022-02-19;2023-10-04;2023-09-22;12;277;3.27;43.48;33;0.0;36.5;;False;True;True;1;True;True;False;True;False;2;
CW003091;30.0;Female;Design & Creative;Portugal;False;0;full_time;5;2022-09-09;2022-11-07;2022-10-12;26;6;0.71;42.5;6;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;547.39
CW003092;36.0;Female;Other;Netherlands;True;1;;7;2021-11-19;2023-12-02;2023-11-24;8;144;1.36;60.87;14;0.0;0.0;0.0;False;False;False;0;True;True;False;True;False;4;17085.06
CW003093;53.0;Male;marketing & pr;Portugal;False;0;flex;3;2022-02-15;2022-12-25;2022-12-18;7;52;1.17;26.09;9;;0.0;0.0;True;False;False;1;True;False;False;False;False;3;3571.81
CW003094;23.0;Male;Other;Portugal;False;0;hot_desk;2;2021-01-23;2023-10-06;2023-10-01;5;81;0.57;17.39;6;683.7;409.5;;True;True;False;0;False;False;False;False;False;0;30517.88
CW003095;33.0;Female;Information Technology;Netherlands;False;0;flex;3;2021-12-14;2023-02-25;2023-02-23;2;153;2.44;26.09;17;39.0;0.0;0.0;True;False;False;0;False;False;False;False;False;0;3058.6
CW003096;46.0;Female;Education;Portugal;False;0;hot_desk;2;2021-03-18;2021-06-06;2021-05-25;12;12;1.06;17.39;8;1.7;0.0;0.0;True;False;False;0;False;False;False;False;False;0;334.42
CW003097;30.0;Male;Information Technology;United Kingdom;False;0;hot_desk;2;2022-06-24;2023-06-15;2023-06-12;3;76;1.5;17.39;14;0.0;0.0;0.0;False;False;False;0;False;True;False;False;False;1;1520.68
CW003098;;Male;education;Portugal;False;0;hot_desk;2;2022-01-25;2022-03-22;2022-01-25;999;8;1.03;15.97;7;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW003099;29.0;Male;Real Estate;Portugal;True;2;dedicated_desk;5;2022-07-23;1970-01-01;2023-08-20;134;37;0.49;43.48;4;4.0;0.0;0.0;True;False;False;0;True;True;False;False;False;1;6538.62 €
CW003100;41.0; Male;Real Estate;Ireland;False;0;flex;3;2021-06-09;2021-07-29;2021-06-27;32;9;1.3;21.51;5;0.0;1.2;0.0;False;True;False;0;False;False;False;False;False;0;350.78
CW003101;31.0;Male;Marketing & PR;Portugal;True;2;flex;3;2021-12-11;2022-01-28;2021-12-11;48;5;0.77;20.7;5;0.0;0.0;1.0;False;False;True;0;False;False;True;False;False;0;348.27
CW003102;49.0;Female;DESIGN & CREATIVE;Portugal;False;0;flex;3;2023-10-14;2023-12-24;2023-10-14;71;6;0.62;26.09;6;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;419.68 €
CW003103;33.0;Male;Information Technology;Spain;True;1;FLEX;3;16/03/2022;13/12/2023;07/12/2023;6;94;1.04;26.09;10;117.7;86.4;0.0;True;True;False;1;True;False;True;False;False;1;10177.19
CW003104;;Male;Unknown;portugal ;False;0;hot_desk;2;2022-06-08;2022-09-01;2022-07-11;999;10;0.8;17.39;7;0.0;0.0;0.0;False;False;False;0;False;False;False;False;False;0;0
CW003105;43.0;Female;Education;Spain;True;3;flex;3;2022-07-18;2023-06-16;2023-06-11;5;92;1.94;26.09;18;21.4;0.0;0.0;True;False;False;0;True;False;True;False;False;1;
CW003106;32.0;Male;Information Technology;Portugal;True;1;flex;3;2023-02-28;2023-04-17;2023-02-28;48;4;0.56;20.49;3;0.0;0.0;0.0;False;False;False;1;False;False;False;False;False;0;295.3
